default,wiek,pensja,plec,stan_cywilny,wielkosc_miejscowosci,wyksztalcenie,czy_splacony
FALSE,35,3121.34,M,singiel,do_100tys,podstawowe,czesciowo
FALSE,24,3729.87,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2879.78,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,25,3017.36,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,31,3699.69,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,4250.98,M,po_slubie,do_50tys,wyzsze,wcale
FALSE,38,2799.48,K,singiel,do_100tys,srednie,czesciowo
FALSE,40,3643.13,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,37,2473.91,K,singiel,do_1mln,srednie,wcale
FALSE,34,4780.08,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,30,2880.33,K,singiel,do_1mln,srednie,czesciowo
FALSE,43,2836.72,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,35,3103.08,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,2360.27,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,39,2757.63,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,40,2828.11,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,44,3478.65,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,32,2581.34,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,33,3200.78,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,2776.26,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,33,2388.67,K,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,33,3167.98,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,34,2265.37,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,42,2852.54,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,32,2570.49,M,po_slubie,do_500tys,srednie,czesciowo
TRUE,33,4988.63,K,po_slubie,do_50tys,srednie,czesciowo
TRUE,38,3231.38,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,41,4564.46,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,31,2369.53,K,singiel,do_200tys,srednie,czesciowo
FALSE,32,2420.34,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,4298.8,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,40,2414.57,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,34,2783.38,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,28,3352.83,M,singiel,do_1mln,srednie,czesciowo
FALSE,44,2998.87,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,42,2301.12,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,3221.37,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,35,3564.53,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,26,3631.39,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2711.36,K,singiel,do_500tys,srednie,czesciowo
FALSE,43,2776.74,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,27,3729.64,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,31,3081.74,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,32,2834.83,K,singiel,do_50tys,podstawowe,czesciowo
FALSE,32,3454.94,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,25,2440.82,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,38,4736.43,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,27,2848.26,M,po_slubie,do_100tys,wyzsze,czesciowo
TRUE,35,5264.3,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2669.56,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,2435.98,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,39,2722.63,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,35,3466.21,M,singiel,do_50tys,srednie,czesciowo
FALSE,32,2275.5,M,singiel,do_100tys,srednie,czesciowo
FALSE,38,3471.02,M,singiel,do_200tys,srednie,czesciowo
FALSE,33,2282.79,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,44,3311.83,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,2696.09,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,39,8236.24,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2428.8,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,20,2796.13,M,singiel,do_1mln,srednie,czesciowo
FALSE,28,2243.23,K,singiel,do_50tys,srednie,czesciowo
FALSE,33,5257.79,K,singiel,do_50tys,srednie,czesciowo
TRUE,36,4522.53,M,wdowiec,do_500tys,wyzsze,czesciowo
FALSE,23,3944.86,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,2510.53,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,32,2828.38,M,singiel,do_500tys,wyzsze,wcale
FALSE,31,3281.12,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,27,2599.85,K,singiel,do_50tys,srednie,czesciowo
FALSE,28,3097.25,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,35,2253.55,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,38,2689.12,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,25,3874.04,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,2379.29,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,38,4456.65,M,singiel,do_500tys,srednie,czesciowo
TRUE,33,4504.45,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,46,2702.68,M,singiel,do_1mln,srednie,czesciowo
TRUE,41,2248.6,M,singiel,do_1mln,srednie,czesciowo
FALSE,38,2314.95,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,35,2459.47,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2221.64,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,2677.73,M,po_slubie,do_50tys,srednie,czesciowo
TRUE,38,3182.28,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,42,3093.85,M,singiel,do_50tys,srednie,czesciowo
FALSE,40,5575.94,K,singiel,do_200tys,wyzsze,wcale
FALSE,31,3131.5,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,27,3327.52,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,34,3286.89,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,37,2402.11,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,42,3019.8,K,singiel,do_500tys,srednie,czesciowo
FALSE,28,2820.78,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,37,2330.62,M,singiel,do_500tys,srednie,czesciowo
FALSE,36,2539.22,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,41,3023.02,K,singiel,do_500tys,srednie,czesciowo
TRUE,35,5933.23,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,33,3605,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,2545.36,K,po_slubie,do_50tys,srednie,wcale
FALSE,32,2834.11,M,singiel,do_50tys,srednie,czesciowo
FALSE,33,3955.71,K,singiel,do_500tys,srednie,wcale
FALSE,47,2702.32,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,47,3688.9,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,34,2212.37,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,3221.49,M,singiel,do_100tys,srednie,czesciowo
FALSE,25,4508.82,K,singiel,do_1mln,wyzsze,czesciowo
TRUE,38,3182.28,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,30,2791.53,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,46,2724.14,K,po_slubie,do_1mln,srednie,wcale
FALSE,31,2866.8,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,36,3251.87,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,54,3315.8,M,singiel,do_500tys,srednie,czesciowo
FALSE,29,3366.28,M,po_slubie,do_1mln,wyzsze,wcale
FALSE,37,2410.18,M,po_slubie,do_100tys,podstawowe,wcale
FALSE,29,4626.39,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,37,3895.28,M,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,31,5262.51,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,35,2482.79,K,singiel,do_100tys,srednie,czesciowo
TRUE,34,2412.63,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,29,2999.57,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,35,4790.7,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,40,4238.49,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,43,4543.69,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,28,2406.8,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,34,3101.72,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,41,2357.66,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,29,3596.57,K,singiel,do_1mln,srednie,czesciowo
FALSE,22,4129.58,K,singiel,do_200tys,srednie,czesciowo
FALSE,30,3802.39,K,singiel,do_200tys,wyzsze,czesciowo
TRUE,30,4811.94,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,3295.01,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,2307.25,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2830.58,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,33,2625.84,M,singiel,do_1mln,srednie,czesciowo
FALSE,37,3484.63,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,2967.48,M,singiel,do_200tys,srednie,czesciowo
FALSE,41,3643.16,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,3810.82,K,po_slubie,do_50tys,srednie,czesciowo
TRUE,36,4319.87,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,2927.77,K,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,36,2232.15,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,35,4246.34,K,po_slubie,do_200tys,wyzsze,czesciowo
TRUE,27,3595.22,M,po_slubie,do_50tys,podstawowe,czesciowo
FALSE,34,4405.24,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,41,2349.25,M,po_slubie,do_500tys,wyzsze,wcale
FALSE,38,2422.92,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,36,3403.01,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,29,2437.28,K,wdowiec,do_200tys,srednie,czesciowo
FALSE,41,2285.27,M,singiel,do_1mln,srednie,czesciowo
FALSE,35,3197.85,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,3319.67,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,43,2294.51,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,31,2434.81,K,singiel,do_100tys,srednie,czesciowo
FALSE,37,2752.39,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,41,4113.49,M,po_slubie,do_50tys,wyzsze,czesciowo
TRUE,38,2419.33,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,3597.1,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,33,3725.9,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,2263.96,M,po_slubie,do_500tys,srednie,czesciowo
TRUE,38,3959.16,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,35,2581.23,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,42,2310.57,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,35,3434.74,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,2825.88,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,38,2685.83,M,singiel,do_1mln,srednie,czesciowo
FALSE,24,2589.71,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,37,3962.17,K,singiel,do_100tys,podstawowe,czesciowo
FALSE,37,2304.82,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,34,3313.46,K,po_slubie,do_50tys,srednie,wcale
FALSE,29,4317.46,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,33,2638.53,K,po_slubie,do_50tys,srednie,wcale
TRUE,43,2677.38,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,2332.92,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,23,3050.98,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,39,2210.5,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,32,5380.2,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,32,4077.56,K,singiel,do_200tys,srednie,czesciowo
FALSE,29,3017.72,M,wdowiec,do_200tys,wyzsze,czesciowo
FALSE,35,3659.02,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2521.27,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,32,2769.31,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,32,3886.61,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,40,3745.23,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,3819.03,K,singiel,do_500tys,podstawowe,czesciowo
FALSE,34,2484.52,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,32,2401.89,K,po_slubie,do_50tys,wyzsze,wcale
FALSE,40,3570.51,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,3027.37,K,singiel,do_500tys,srednie,czesciowo
TRUE,39,2293.25,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,3858,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,33,2326.33,K,singiel,do_200tys,srednie,czesciowo
FALSE,39,2374.38,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,40,2383.94,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,38,3641.65,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,45,3386.49,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,25,2644.67,K,po_slubie,do_50tys,srednie,wcale
FALSE,29,2480.89,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,28,5082.11,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,36,2760.17,K,singiel,do_1mln,srednie,czesciowo
FALSE,43,2997.41,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,43,2814.72,K,singiel,do_50tys,srednie,czesciowo
FALSE,37,3716.96,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,39,2280.37,M,singiel,do_1mln,srednie,wcale
FALSE,34,2293.69,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,2556.62,K,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,37,4326.42,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,4736.17,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,34,7963.91,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,3261.15,M,singiel,do_100tys,srednie,czesciowo
FALSE,42,3932.17,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,30,2537.9,K,wdowiec,do_100tys,srednie,czesciowo
FALSE,24,4463.56,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,39,2202.26,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,31,3454.56,M,singiel,do_100tys,srednie,czesciowo
FALSE,33,2733.2,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,3540.87,K,po_slubie,do_1mln,wyzsze,czesciowo
TRUE,31,5726.84,M,singiel,do_200tys,srednie,czesciowo
FALSE,33,3572.85,K,po_slubie,do_500tys,wyzsze,czesciowo
TRUE,43,3832.33,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,38,2406.16,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,2462.66,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,34,2471.96,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,29,2983.94,M,singiel,do_100tys,srednie,czesciowo
FALSE,28,2503.69,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,34,4139.75,M,po_slubie,do_50tys,srednie,wcale
FALSE,45,2250.4,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,36,2202.56,K,singiel,do_1mln,podstawowe,czesciowo
FALSE,36,2784.52,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2941.86,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,2802.75,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,28,3657.25,M,po_slubie,do_100tys,podstawowe,czesciowo
FALSE,48,3353.23,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,33,2728.93,K,wdowiec,do_1mln,srednie,czesciowo
FALSE,34,3677.18,M,singiel,do_100tys,srednie,czesciowo
FALSE,26,2912.99,M,po_slubie,do_1mln,srednie,czesciowo
TRUE,34,5159.95,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,34,3147.41,K,wdowiec,do_500tys,wyzsze,czesciowo
FALSE,34,2874.42,K,singiel,do_1mln,srednie,czesciowo
FALSE,26,2927.13,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,44,4523.38,K,singiel,do_1mln,srednie,czesciowo
FALSE,44,2522.2,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,38,2455.28,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,2362.76,K,singiel,do_500tys,srednie,czesciowo
FALSE,39,2538.95,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,34,3457.34,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,33,3377.01,K,singiel,do_50tys,srednie,czesciowo
FALSE,42,2973.78,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,29,5634.14,K,singiel,do_100tys,wyzsze,czesciowo
FALSE,32,2558.12,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,31,3371.12,K,singiel,do_200tys,podstawowe,czesciowo
FALSE,35,2461.18,M,singiel,do_1mln,wyzsze,czesciowo
FALSE,27,2332.19,K,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,31,4168.5,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,39,2226.44,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,37,3076.88,M,singiel,do_500tys,srednie,czesciowo
FALSE,30,2535.69,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,38,4428.37,K,singiel,do_1mln,srednie,czesciowo
FALSE,23,2449.56,M,singiel,do_500tys,srednie,czesciowo
TRUE,33,6343.13,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,39,2263.01,M,singiel,do_200tys,srednie,czesciowo
FALSE,32,3544.96,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,35,4697.3,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,27,2648.25,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,39,2412.33,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,26,3773.05,K,singiel,do_200tys,srednie,czesciowo
FALSE,33,3585.39,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,34,2749.53,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,3826.57,M,singiel,do_200tys,podstawowe,czesciowo
FALSE,31,3452.89,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,44,2617.82,M,singiel,do_100tys,wyzsze,czesciowo
FALSE,28,4312.03,M,singiel,do_50tys,wyzsze,czesciowo
FALSE,36,2512.03,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,20,2372.39,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,35,3765.99,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,2328.69,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,30,2594.09,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,39,2469.95,M,singiel,do_200tys,srednie,czesciowo
FALSE,37,2608.64,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,40,3370.08,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,31,2720.69,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,30,2624.05,K,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,26,2994.8,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,2308.98,M,singiel,do_1mln,podstawowe,czesciowo
FALSE,28,5592.21,M,po_slubie,do_500tys,srednie,czesciowo
TRUE,38,2265.6,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,35,2608.18,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,46,2894.07,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,29,2707.7,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,41,2470.16,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,32,2757.04,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,28,2224.68,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,38,3225.14,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,28,2730.17,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,2661.27,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,31,2634.54,K,wdowiec,do_200tys,wyzsze,czesciowo
FALSE,36,3195.43,K,singiel,do_50tys,srednie,czesciowo
FALSE,30,2398.59,K,singiel,do_1mln,srednie,czesciowo
FALSE,40,3073.06,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,29,2522.45,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,2840.2,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,36,3998.95,K,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,2945.59,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,33,4544.57,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,32,2667.07,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,40,2922.24,K,po_slubie,do_1mln,srednie,czesciowo
TRUE,43,7339.76,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,30,3261.95,K,singiel,do_50tys,wyzsze,czesciowo
FALSE,40,2665.85,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,35,2627.53,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,25,2484.92,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,31,2393.81,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,37,3002.87,K,singiel,do_1mln,srednie,czesciowo
FALSE,36,3347.38,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,23,3000.31,K,po_slubie,do_100tys,srednie,czesciowo
FALSE,38,2351.41,M,singiel,do_500tys,srednie,czesciowo
FALSE,38,2778.89,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,33,3454.75,K,po_slubie,do_200tys,srednie,czesciowo
TRUE,31,4945.1,K,singiel,do_1mln,srednie,czesciowo
FALSE,45,4099.52,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,35,3481.76,M,singiel,do_50tys,srednie,czesciowo
FALSE,35,2313.98,M,po_slubie,do_50tys,srednie,wcale
FALSE,29,3025.48,K,singiel,do_1mln,srednie,czesciowo
FALSE,28,5060,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,27,2213.36,K,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,33,3697.7,K,singiel,do_500tys,srednie,czesciowo
FALSE,42,2612.33,M,po_slubie,do_500tys,podstawowe,czesciowo
FALSE,44,6021.85,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,43,2636.23,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,41,2398.97,M,po_slubie,do_200tys,podstawowe,czesciowo
FALSE,34,3752.2,M,singiel,do_500tys,wyzsze,czesciowo
FALSE,29,3422.88,M,singiel,do_500tys,srednie,czesciowo
FALSE,33,2531.02,M,singiel,do_500tys,srednie,czesciowo
FALSE,23,2473.15,M,po_slubie,do_500tys,podstawowe,czesciowo
TRUE,33,5996.87,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,43,2482.4,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,36,3851.37,M,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,40,2260.26,K,wdowiec,do_1mln,srednie,czesciowo
FALSE,37,2497.62,K,singiel,do_100tys,srednie,czesciowo
FALSE,31,2892.15,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,44,3470.42,K,po_slubie,do_1mln,srednie,czesciowo
FALSE,35,3908.34,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,30,2220.47,K,singiel,do_200tys,wyzsze,czesciowo
FALSE,35,3650.79,M,po_slubie,do_100tys,srednie,czesciowo
FALSE,27,3682.21,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,39,2873.08,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2498.64,M,singiel,do_500tys,srednie,czesciowo
FALSE,33,2302.23,K,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,33,4081.46,K,singiel,do_500tys,wyzsze,czesciowo
FALSE,40,2200.91,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,30,4660.75,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,30,3427.83,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,37,2714.83,M,po_slubie,do_1mln,podstawowe,czesciowo
FALSE,33,2773.04,M,singiel,do_500tys,srednie,czesciowo
FALSE,40,2479.35,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,34,2605.31,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,41,3492.11,K,po_slubie,do_50tys,srednie,czesciowo
FALSE,37,3366.21,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,24,2912.67,M,po_slubie,do_500tys,wyzsze,wcale
FALSE,28,3311.68,K,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,41,2937.01,K,po_slubie,do_500tys,srednie,czesciowo
FALSE,38,2219.66,K,wdowiec,do_50tys,srednie,czesciowo
FALSE,30,4245.66,M,singiel,do_1mln,srednie,czesciowo
FALSE,28,2810.96,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,2368.84,M,po_slubie,do_500tys,wyzsze,czesciowo
FALSE,31,2536.73,M,po_slubie,do_200tys,wyzsze,czesciowo
FALSE,44,2469.03,M,po_slubie,do_1mln,srednie,czesciowo
FALSE,44,2296.61,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,28,2620.05,K,po_slubie,do_200tys,srednie,czesciowo
FALSE,31,2991.14,K,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,29,4036.15,M,singiel,do_1mln,srednie,czesciowo
FALSE,38,3022.36,K,singiel,do_1mln,srednie,czesciowo
FALSE,29,2449.46,M,po_slubie,do_500tys,srednie,czesciowo
FALSE,25,4845.94,M,po_slubie,do_200tys,srednie,czesciowo
FALSE,45,2814.78,M,po_slubie,do_1mln,wyzsze,czesciowo
FALSE,40,5211.12,K,po_slubie,do_100tys,wyzsze,czesciowo
FALSE,39,2429.67,M,po_slubie,do_500tys,srednie,czesciowo
TRUE,32,5841.42,K,singiel,do_100tys,srednie,czesciowo
FALSE,35,2531.91,K,po_slubie,do_1mln,wyzsze,wcale
FALSE,38,2589.88,M,po_slubie,do_1mln,srednie,wcale
FALSE,29,3516.33,M,singiel,do_500tys,srednie,czesciowo
FALSE,34,3294.31,M,po_slubie,do_50tys,wyzsze,czesciowo
FALSE,36,3270.27,M,singiel,do_1mln,srednie,czesciowo
FALSE,43,2823.27,M,singiel,do_200tys,wyzsze,czesciowo
FALSE,38,2299.57,K,singiel,do_1mln,wyzsze,czesciowo
FALSE,41,2271.51,M,po_slubie,do_50tys,srednie,czesciowo
FALSE,36,3310.54,M,singiel,do_200tys,srednie,czesciowo
FALSE,29,3251.97,K,singiel,do_200tys,srednie,czesciowo
FALSE,33,2274.45,K,po_slubie,do_200tys,srednie,czesciowo
